timestamp,window_title,window_class,is_idle
"2025-11-17 10:25:51","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:26:01","patrick.eberling - Cerca con Google - Google Chrome","google-chrome","false"
"2025-11-17 10:26:11","Patrick Eberling | Lucerne University of Applied Sciences and Arts - Google Chrome","google-chrome","false"
"2025-11-17 10:26:21","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:26:31","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:26:41","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:26:51","Inbox - Geo Bontognali - Outlook","chrome-outlook.office.com__mail-Default","false"
"2025-11-17 10:27:01","Welcome to Google Chrome","N/A","false"
"2025-11-17 10:27:11","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:27:21","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:27:31","~/repos/geo-worktime","kitty","false"
"2025-11-17 10:27:41","opencode","kitty","false"
"2025-11-17 10:27:51","opencode","kitty","false"
"2025-11-17 10:28:01","~","kitty","false"
"2025-11-17 10:28:11","nvim logs/activity_log_2025-11-17.csv ","kitty","false"
"2025-11-17 10:28:21","nvim logs/activity_log_2025-11-17.csv ","kitty","false"
"2025-11-17 10:28:31","opencode","kitty","false"
"2025-11-17 10:28:41","opencode","kitty","false"
"2025-11-17 10:28:51","opencode","kitty","false"
"2025-11-17 10:29:01","opencode","kitty","false"
"2025-11-17 10:29:11","opencode","kitty","false"
"2025-11-17 10:29:21","~/repos/geo-worktime/logs","kitty","false"
"2025-11-17 10:29:31","opencode","kitty","false"
"2025-11-17 10:29:41","opencode","kitty","false"
"2025-11-17 10:29:51","opencode","kitty","false"
"2025-11-17 10:30:01","opencode","kitty","false"
"2025-11-17 10:30:11","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:30:21","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:30:31","opencode","kitty","false"
"2025-11-17 10:30:41","opencode","kitty","false"
"2025-11-17 10:30:51","nvim index.html ","kitty","false"
"2025-11-17 10:31:01","nvim index.html ","kitty","false"
"2025-11-17 10:31:11","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:31:21","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:31:31","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:31:41","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:31:51","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:32:01","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:32:11","nvim index.html ","kitty","false"
"2025-11-17 10:32:21","~/repos/geo-worktime","kitty","false"
"2025-11-17 10:32:31","~/repos/geo-worktime","kitty","false"
"2025-11-17 10:32:41","SWZ Kanton Schwyz - Kanban Board - Jira - Google Chrome","google-chrome","false"
"2025-11-17 10:32:51","~","kitty","false"
"2025-11-17 10:33:01","~","kitty","false"
"2025-11-17 10:33:12","~","kitty","false"
"2025-11-17 10:33:22","hyprconfig","kitty","false"
"2025-11-17 10:33:32","hyprconfig","kitty","false"
"2025-11-17 10:33:42","hyprconfig","kitty","false"
"2025-11-17 10:33:52","hyprconfig","kitty","false"
"2025-11-17 10:34:02","hyprconfig","kitty","false"
"2025-11-17 10:34:12","hyprconfig","kitty","false"
"2025-11-17 10:34:22","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:34:32","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:34:42","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:34:52","hyprconfig","kitty","false"
"2025-11-17 10:35:02","hyprconfig","kitty","false"
"2025-11-17 10:35:12","hyprconfig","kitty","false"
"2025-11-17 10:35:22","hyprconfig","kitty","false"
"2025-11-17 10:35:32","hyprconfig","kitty","false"
"2025-11-17 10:35:42","hyprconfig","kitty","false"
"2025-11-17 10:35:52","hyprconfig","kitty","false"
"2025-11-17 10:36:02","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:36:12","Activity Monitor","chrome-__home_geo_repos_geo-worktime_index.html-Default","false"
"2025-11-17 10:36:22","~/repos/geo-worktime","kitty","false"
"2025-11-17 10:36:32","~/repos/geo-worktime","kitty","false"
